v1_membership_id,source_layer,source_file,source_index,archetype_id,candidate_type,artist_display_name,title,year,primary_family,primary_archetype,secondary_archetypes,recognition_band,mission_role,import_class,version_or_composition_risk,risk_status,confidence,why_it_belongs,notes,candidate_identity_key,archetype_membership_key,active_in_v1,active_effective_credit,pm_multi_membership_status,pass_c_zero_credit_before_pm_decision,sidecar_scope
v1m_00299,current_graph,data/canonical_graph/family_1/normalized_family_1.json,,001,album,Chuck Berry,After School Session,1957,"Early Rock, Oldies, Doo-Wop, Pre-Beatles Pop",Early Rock & Roll Foundations,,obvious,album_world,core_graph_album,none,resolved,high,Best original-LP doorway for Berry's 1950s run.,True album,album|chuck berry|after school session,album|chuck berry|after school session@@001,true,1,not_applicable,false,core_album_sidecar
v1m_05743,v0_1_addition,families_11_12_additions.json,304,091,album,Ariana Grande,Sweetener,2018,Pop Monoculture/Persona Pop,2010s Persona Pop / Architectural Pop,TikTok / Streaming-Era Pop / Internet Pop; Adult Pop / TV-Drama Anthem / Inspirational Pop,obvious,album_world,core_graph_album,none,resolved,high,"Sweetener adds album-level depth for 2010s Persona Pop / Architectural Pop, useful when missions need more than a single song prompt.",Depth-hardening addition; screened against current_candidate_identity_keys for proposed identity collisions. Original risk note: No special version risk beyond normal recording/title verification. Original mission role value: album_anchor Original recognition tier: high,album|ariana grande|sweetener,album|ariana grande|sweetener@@091,true,1,not_applicable,false,core_album_sidecar
v1m_05744,v0_1_addition,families_11_12_additions.json,305,091,album,Miley Cyrus,Bangerz,2013,Pop Monoculture/Persona Pop,2010s Persona Pop / Architectural Pop,TikTok / Streaming-Era Pop / Internet Pop; Adult Pop / TV-Drama Anthem / Inspirational Pop,obvious,album_world,core_graph_album,none,resolved,high,"Bangerz adds album-level depth for 2010s Persona Pop / Architectural Pop, useful when missions need more than a single song prompt.",Depth-hardening addition; screened against current_candidate_identity_keys for proposed identity collisions. Original risk note: No special version risk beyond normal recording/title verification. Original mission role value: album_anchor Original recognition tier: high,album|miley cyrus|bangerz,album|miley cyrus|bangerz@@091,true,1,not_applicable,false,core_album_sidecar
v1m_05745,v0_1_addition,families_11_12_additions.json,306,091,album,Harry Styles,Fine Line,2019,Pop Monoculture/Persona Pop,2010s Persona Pop / Architectural Pop,TikTok / Streaming-Era Pop / Internet Pop; Adult Pop / TV-Drama Anthem / Inspirational Pop,obvious,album_world,core_graph_album,none,resolved,high,"Fine Line adds album-level depth for 2010s Persona Pop / Architectural Pop, useful when missions need more than a single song prompt.",Depth-hardening addition; screened against current_candidate_identity_keys for proposed identity collisions. Original risk note: No special version risk beyond normal recording/title verification. Original mission role value: album_anchor Original recognition tier: mass,album|harry styles|fine line,album|harry styles|fine line@@091,true,1,not_applicable,false,core_album_sidecar
v1m_05788,v0_1_addition,families_13_14_additions.json,6,094,album,Rauw Alejandro,Vice Versa,2021,"Latin, Caribbean, Global Pop",Reggaeton / Urbano / Latin Pop Crossover,,medium,album_world,core_graph_album,none,resolved,high,Rauw Alejandro - Vice Versa opens an album-level listening world rather than a single-song tap for Reggaeton / Urbano / Latin Pop Crossover; Album-world route for urbano listeners who like polished dance-pop sequencing.,Album-world route for urbano listeners who like polished dance-pop sequencing.,album|rauw alejandro|vice versa,album|rauw alejandro|vice versa@@094,true,1,not_applicable,false,core_album_sidecar
v1m_05800,v0_1_addition,families_13_14_additions.json,19,094,album,J Balvin,Colores,2020,"Latin, Caribbean, Global Pop",Reggaeton / Urbano / Latin Pop Crossover,,medium,album_world,core_graph_album,none,resolved,high,"J Balvin - Colores opens an album-level listening world rather than a single-song tap for Reggaeton / Urbano / Latin Pop Crossover; Concise urbano-pop album world for color-coded, playlist-friendly reggaeton taste.","Concise urbano-pop album world for color-coded, playlist-friendly reggaeton taste.",album|j balvin|colores,album|j balvin|colores@@094,true,1,not_applicable,false,core_album_sidecar
v1m_05817,v0_1_addition,families_13_14_additions.json,42,095,album,Carin Leon,Colmillo de Leche,2023,"Latin, Caribbean, Global Pop",Regional Mexican / Corridos / Musica Mexicana,,medium,album_world,core_graph_album,none,resolved,high,Carin Leon - Colmillo de Leche opens an album-level listening world rather than a single-song tap for Regional Mexican / Corridos / Musica Mexicana; Album route for regional Mexican listeners moving toward singer-songwriter and country bridges.,Album route for regional Mexican listeners moving toward singer-songwriter and country bridges.,album|carin leon|colmillo de leche,album|carin leon|colmillo de leche@@095,true,1,not_applicable,false,core_album_sidecar
v1m_05820,v0_1_addition,families_13_14_additions.json,47,096,album,Fania All-Stars,"Live at the Cheetah, Vol. 1",1972,"Latin, Caribbean, Global Pop",Salsa / Latin Dance / Tropical Pop,,medium,album_world,core_graph_album,live,resolved_with_version_note,high,"Fania All-Stars - Live at the Cheetah, Vol. 1 opens an album-level listening world rather than a single-song tap for Salsa / Latin Dance / Tropical Pop; Live salsa document that anchors scene history and ensemble lineage.",Live salsa document that anchors scene history and ensemble lineage.,album|fania all stars|live at the cheetah vol 1,album|fania all stars|live at the cheetah vol 1@@096,true,1,not_applicable,false,core_album_sidecar
v1m_05837,v0_1_addition,families_13_14_additions.json,65,096,album,Juan Luis Guerra 4.40,Ojala Que Llueva Cafe,1989,"Latin, Caribbean, Global Pop",Salsa / Latin Dance / Tropical Pop,,medium,album_world,core_graph_album,none,resolved,high,"Juan Luis Guerra 4.40 - Ojala Que Llueva Cafe opens an album-level listening world rather than a single-song tap for Salsa / Latin Dance / Tropical Pop; Album-world route for merengue, bachata, and Dominican singer-songwriter blend.","Album-world route for merengue, bachata, and Dominican singer-songwriter blend.",album|juan luis guerra 4 40|ojala que llueva cafe,album|juan luis guerra 4 40|ojala que llueva cafe@@096,true,1,not_applicable,false,core_album_sidecar
v1m_05859,v0_1_addition,families_13_14_additions.json,89,097,album,Davido,A Good Time,2019,"Latin, Caribbean, Global Pop",Afrobeats / African Pop Crossover,,medium,album_world,core_graph_album,none,resolved,high,Davido - A Good Time opens an album-level listening world rather than a single-song tap for Afrobeats / African Pop Crossover; Afrobeats album world with U.S. collaborations and pre-2020 crossover signals.,Afrobeats album world with U.S. collaborations and pre-2020 crossover signals.,album|davido|a good time,album|davido|a good time@@097,true,1,not_applicable,false,core_album_sidecar
v1m_05861,v0_1_addition,families_13_14_additions.json,93,098,album,BIGBANG,Made,2016,"Latin, Caribbean, Global Pop",K-Pop / J-Pop / Asian Pop Crossover,,medium,album_world,core_graph_album,none,resolved,high,BIGBANG - Made opens an album-level listening world rather than a single-song tap for K-Pop / J-Pop / Asian Pop Crossover; Album-world route for second-gen K-pop and idol-group evolution.,Album-world route for second-gen K-pop and idol-group evolution.,album|bigbang|made,album|bigbang|made@@098,true,1,not_applicable,false,core_album_sidecar
v1m_05884,v0_1_addition,families_13_14_additions.json,121,099,album,Baaba Maal,Nomad Soul,1998,"Latin, Caribbean, Global Pop",Global Folk / World Fusion / Diaspora Roots,,medium,album_world,core_graph_album,none,resolved,high,Baaba Maal - Nomad Soul opens an album-level listening world rather than a single-song tap for Global Folk / World Fusion / Diaspora Roots; Album-world route for West African roots and late-1990s global fusion production.,Album-world route for West African roots and late-1990s global fusion production.,album|baaba maal|nomad soul,album|baaba maal|nomad soul@@099,true,1,not_applicable,false,core_album_sidecar
v1m_05891,v0_1_addition,families_13_14_additions.json,131,099,album,The Chieftains,The Long Black Veil,1995,"Latin, Caribbean, Global Pop",Global Folk / World Fusion / Diaspora Roots,,medium,album_world,core_graph_album,cover,resolved_with_version_note,high,The Chieftains - The Long Black Veil opens an album-level listening world rather than a single-song tap for Global Folk / World Fusion / Diaspora Roots; Collaboration-heavy album world with cover and guest-credit complexity.,Collaboration-heavy album world with cover and guest-credit complexity.,album|chieftains|long black veil,album|chieftains|long black veil@@099,true,1,not_applicable,false,core_album_sidecar
v1m_05917,v0_1_addition,families_13_14_additions.json,161,100,album,Diana Krall,When I Look in Your Eyes,1999,"Jazz, Standards, Vocal, Classical-Adjacent",Vocal Standards / Crooners / Great American Songbook,,medium,album_world,core_graph_album,cover,resolved_with_version_note,high,Diana Krall - When I Look in Your Eyes opens an album-level listening world rather than a single-song tap for Vocal Standards / Crooners / Great American Songbook; Modern standards album world built on songbook interpretations.,Modern standards album world built on songbook interpretations.,album|diana krall|when i look in your eyes,album|diana krall|when i look in your eyes@@100,true,1,not_applicable,false,core_album_sidecar
v1m_05919,v0_1_addition,families_13_14_additions.json,164,100,album,Ella Fitzgerald and Louis Armstrong,Ella and Louis,1956,"Jazz, Standards, Vocal, Classical-Adjacent",Vocal Standards / Crooners / Great American Songbook,,obvious,album_world,core_graph_album,cover,resolved_with_version_note,high,Ella Fitzgerald and Louis Armstrong - Ella and Louis opens an album-level listening world rather than a single-song tap for Vocal Standards / Crooners / Great American Songbook; Vocal standards album world with duet-credit and songbook composition risks.,Vocal standards album world with duet-credit and songbook composition risks. Original recognition tier: high,album|ella fitzgerald and louis armstrong|ella and louis,album|ella fitzgerald and louis armstrong|ella and louis@@100,true,1,not_applicable,false,core_album_sidecar
v1m_05920,v0_1_addition,families_13_14_additions.json,165,100,album,Frank Sinatra,Songs for Swingin' Lovers!,1956,"Jazz, Standards, Vocal, Classical-Adjacent",Vocal Standards / Crooners / Great American Songbook,,obvious,album_world,core_graph_album,cover,resolved_with_version_note,high,Frank Sinatra - Songs for Swingin' Lovers! opens an album-level listening world rather than a single-song tap for Vocal Standards / Crooners / Great American Songbook; Canonical swing standards album; compositions have many recordings.,Canonical swing standards album; compositions have many recordings. Original recognition tier: high,album|frank sinatra|songs for swingin lovers,album|frank sinatra|songs for swingin lovers@@100,true,1,not_applicable,false,core_album_sidecar
v1m_05928,v0_1_addition,families_13_14_additions.json,173,101,album,Duke Ellington,Ellington at Newport,1956,"Jazz, Standards, Vocal, Classical-Adjacent",Jazz Foundations / Bebop / Hard Bop Gateway,,medium,album_world,core_graph_album,live,resolved_with_version_note,high,Duke Ellington - Ellington at Newport opens an album-level listening world rather than a single-song tap for Jazz Foundations / Bebop / Hard Bop Gateway; Live album-world anchor for swing-to-modern jazz gateway missions.,Live album-world anchor for swing-to-modern jazz gateway missions.,album|duke ellington|ellington at newport,album|duke ellington|ellington at newport@@101,true,1,not_applicable,false,core_album_sidecar
v1m_05933,v0_1_addition,families_13_14_additions.json,178,101,album,Sonny Rollins,Saxophone Colossus,1956,"Jazz, Standards, Vocal, Classical-Adjacent",Jazz Foundations / Bebop / Hard Bop Gateway,,medium,album_world,core_graph_album,none,resolved,high,Sonny Rollins - Saxophone Colossus opens an album-level listening world rather than a single-song tap for Jazz Foundations / Bebop / Hard Bop Gateway; Album-world route for hard-bop saxophone discovery.,Album-world route for hard-bop saxophone discovery.,album|sonny rollins|saxophone colossus,album|sonny rollins|saxophone colossus@@101,true,1,not_applicable,false,core_album_sidecar
v1m_05935,v0_1_addition,families_13_14_additions.json,180,101,album,Ornette Coleman,The Shape of Jazz to Come,1959,"Jazz, Standards, Vocal, Classical-Adjacent",Jazz Foundations / Bebop / Hard Bop Gateway,,medium,boundary_case,boundary_candidate,none,resolved,high,Ornette Coleman - The Shape of Jazz to Come marks a useful edge case for routing and suppression decisions for Jazz Foundations / Bebop / Hard Bop Gateway; Free-jazz album-world edge that should not be treated as casual jazz gateway.,Free-jazz album-world edge that should not be treated as casual jazz gateway.,album|ornette coleman|shape of jazz to come,album|ornette coleman|shape of jazz to come@@101,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_05939,v0_1_addition,families_13_14_additions.json,184,101,album,Bill Evans Trio,Waltz for Debby,1962,"Jazz, Standards, Vocal, Classical-Adjacent",Jazz Foundations / Bebop / Hard Bop Gateway,,medium,album_world,core_graph_album,live,resolved_with_version_note,high,Bill Evans Trio - Waltz for Debby opens an album-level listening world rather than a single-song tap for Jazz Foundations / Bebop / Hard Bop Gateway; Live piano-trio album world for quieter jazz missions.,Live piano-trio album world for quieter jazz missions.,album|bill evans trio|waltz for debby,album|bill evans trio|waltz for debby@@101,true,1,not_applicable,false,core_album_sidecar
v1m_05949,v0_1_addition,families_13_14_additions.json,194,101,album,McCoy Tyner,The Real McCoy,1967,"Jazz, Standards, Vocal, Classical-Adjacent",Jazz Foundations / Bebop / Hard Bop Gateway,,medium,album_world,core_graph_album,none,resolved,high,McCoy Tyner - The Real McCoy opens an album-level listening world rather than a single-song tap for Jazz Foundations / Bebop / Hard Bop Gateway; Post-bop album world for users moving beyond the headline canon.,Post-bop album world for users moving beyond the headline canon.,album|mccoy tyner|real mccoy,album|mccoy tyner|real mccoy@@101,true,1,not_applicable,false,core_album_sidecar
v1m_05959,v0_1_addition,families_13_14_additions.json,204,102,album,Bob James,Touchdown,1978,"Jazz, Standards, Vocal, Classical-Adjacent",Smooth Jazz / Jazz-Pop / Adult Instrumental,,medium,album_world,core_graph_album,none,resolved,high,Bob James - Touchdown opens an album-level listening world rather than a single-song tap for Smooth Jazz / Jazz-Pop / Adult Instrumental; Album-world route for polished jazz-funk and smooth instrumental listening.,Album-world route for polished jazz-funk and smooth instrumental listening.,album|bob james|touchdown,album|bob james|touchdown@@102,true,1,not_applicable,false,core_album_sidecar
v1m_05986,v0_1_addition,families_13_14_additions.json,231,102,album,The Rippingtons,Moonlighting,1986,"Jazz, Standards, Vocal, Classical-Adjacent",Smooth Jazz / Jazz-Pop / Adult Instrumental,,medium,album_world,core_graph_album,none,resolved,high,The Rippingtons - Moonlighting opens an album-level listening world rather than a single-song tap for Smooth Jazz / Jazz-Pop / Adult Instrumental; Album-world route for 1980s smooth-jazz ensemble listening and adult instrumental polish.,Album-world route for 1980s smooth-jazz ensemble listening and adult instrumental polish.,album|rippingtons|moonlighting,album|rippingtons|moonlighting@@102,true,1,not_applicable,false,core_album_sidecar
v1m_05990,v0_1_addition,families_13_14_additions.json,235,103,album,Josh Groban,Closer,2003,"Jazz, Standards, Vocal, Classical-Adjacent",Classical Crossover / Instrumental Popular Canon,,obvious,album_world,core_graph_album,cover,resolved_with_version_note,high,"Josh Groban - Closer opens an album-level listening world rather than a single-song tap for Classical Crossover / Instrumental Popular Canon; Classical-crossover album world blending arias, pop ballads, and covers.","Classical-crossover album world blending arias, pop ballads, and covers. Original recognition tier: high",album|josh groban|closer,album|josh groban|closer@@103,true,1,not_applicable,false,core_album_sidecar
v1m_05993,v0_1_addition,families_13_14_additions.json,238,103,album,Sarah Brightman,Eden,1998,"Jazz, Standards, Vocal, Classical-Adjacent",Classical Crossover / Instrumental Popular Canon,,medium,album_world,core_graph_album,cover,resolved_with_version_note,high,Sarah Brightman - Eden opens an album-level listening world rather than a single-song tap for Classical Crossover / Instrumental Popular Canon; Album-world route for pop-operatic and new-age crossover material.,Album-world route for pop-operatic and new-age crossover material.,album|sarah brightman|eden,album|sarah brightman|eden@@103,true,1,not_applicable,false,core_album_sidecar
v1m_06011,v0_1_addition,families_13_14_additions.json,269,103,album,Max Richter,Sleep,2015,"Jazz, Standards, Vocal, Classical-Adjacent",Classical Crossover / Instrumental Popular Canon,,medium,album_world,core_graph_album,none,resolved,high,Max Richter - Sleep opens an album-level listening world rather than a single-song tap for Classical Crossover / Instrumental Popular Canon; Long-form modern classical/ambient album world for instrumental popular canon missions.,Long-form modern classical/ambient album world for instrumental popular canon missions.,album|max richter|sleep,album|max richter|sleep@@103,true,1,not_applicable,false,core_album_sidecar
v1m_06024,v0_1_addition,families_15_16_17_additions.json,12,104,album,Original Broadway Cast of Hair,Hair,1968,"Soundtrack, Theater, Musicals, Family Context",Broadway / Modern Musical Theater,Disney / Family Soundtrack / Animated Musical Canon; Movie Soundtracks / 80s-90s-00s Soundtrack Memory,obvious,album_world,context_candidate,soundtrack,resolved_with_version_note,high,"Hair adds a mission-usable album-world object for Broadway / Modern Musical Theater, improving anchor, bridge, boundary, or context routing without changing the locked archetype.",Depth-hardening addition for Families 15-17; screened against current identity keys and this additions file. Risk flag: soundtrack. Cast album object. Original recognition tier: high,album|original broadway cast of hair|hair,album|original broadway cast of hair|hair@@104,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_06025,v0_1_addition,families_15_16_17_additions.json,13,104,album,Original Broadway Cast of Fiddler on the Roof,Fiddler on the Roof,1964,"Soundtrack, Theater, Musicals, Family Context",Broadway / Modern Musical Theater,Disney / Family Soundtrack / Animated Musical Canon; Movie Soundtracks / 80s-90s-00s Soundtrack Memory,obvious,album_world,context_candidate,soundtrack,resolved_with_version_note,high,"Fiddler on the Roof adds a mission-usable album-world object for Broadway / Modern Musical Theater, improving anchor, bridge, boundary, or context routing without changing the locked archetype.",Depth-hardening addition for Families 15-17; screened against current identity keys and this additions file. Risk flag: soundtrack. Cast album object. Original recognition tier: high,album|original broadway cast of fiddler on the roof|fiddler on the roof,album|original broadway cast of fiddler on the roof|fiddler on the roof@@104,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_06026,v0_1_addition,families_15_16_17_additions.json,14,104,album,Original Broadway Cast of A Chorus Line,A Chorus Line,1975,"Soundtrack, Theater, Musicals, Family Context",Broadway / Modern Musical Theater,Disney / Family Soundtrack / Animated Musical Canon; Movie Soundtracks / 80s-90s-00s Soundtrack Memory,obvious,album_world,context_candidate,soundtrack,resolved_with_version_note,high,"A Chorus Line adds a mission-usable album-world object for Broadway / Modern Musical Theater, improving anchor, bridge, boundary, or context routing without changing the locked archetype.",Depth-hardening addition for Families 15-17; screened against current identity keys and this additions file. Risk flag: soundtrack. Cast album object. Original recognition tier: high,album|original broadway cast of a chorus line|a chorus line,album|original broadway cast of a chorus line|a chorus line@@104,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_06027,v0_1_addition,families_15_16_17_additions.json,15,104,album,New Broadway Cast of Chicago,Chicago,1996,"Soundtrack, Theater, Musicals, Family Context",Broadway / Modern Musical Theater,Disney / Family Soundtrack / Animated Musical Canon; Movie Soundtracks / 80s-90s-00s Soundtrack Memory,obvious,album_world,context_candidate,soundtrack,resolved_with_version_note,high,"Chicago adds a mission-usable album-world object for Broadway / Modern Musical Theater, improving anchor, bridge, boundary, or context routing without changing the locked archetype.",Depth-hardening addition for Families 15-17; screened against current identity keys and this additions file. Risk flag: soundtrack. Revival cast and film soundtrack should not merge. Original recognition tier: high,album|new broadway cast of chicago|chicago,album|new broadway cast of chicago|chicago@@104,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_06028,v0_1_addition,families_15_16_17_additions.json,16,104,album,Original Broadway Cast of Cabaret,Cabaret,1966,"Soundtrack, Theater, Musicals, Family Context",Broadway / Modern Musical Theater,Disney / Family Soundtrack / Animated Musical Canon; Movie Soundtracks / 80s-90s-00s Soundtrack Memory,obvious,album_world,context_candidate,soundtrack,resolved_with_version_note,high,"Cabaret adds a mission-usable album-world object for Broadway / Modern Musical Theater, improving anchor, bridge, boundary, or context routing without changing the locked archetype.",Depth-hardening addition for Families 15-17; screened against current identity keys and this additions file. Risk flag: soundtrack. Cast album object. Original recognition tier: high,album|original broadway cast of cabaret|cabaret,album|original broadway cast of cabaret|cabaret@@104,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_06029,v0_1_addition,families_15_16_17_additions.json,17,104,album,Original London Cast of Cats,Cats,1981,"Soundtrack, Theater, Musicals, Family Context",Broadway / Modern Musical Theater,Disney / Family Soundtrack / Animated Musical Canon; Movie Soundtracks / 80s-90s-00s Soundtrack Memory,obvious,album_world,context_candidate,soundtrack,resolved_with_version_note,high,"Cats adds a mission-usable album-world object for Broadway / Modern Musical Theater, improving anchor, bridge, boundary, or context routing without changing the locked archetype.",Depth-hardening addition for Families 15-17; screened against current identity keys and this additions file. Risk flag: soundtrack. London/Broadway versions need split rules. Original recognition tier: high,album|original london cast of cats|cats,album|original london cast of cats|cats@@104,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_06030,v0_1_addition,families_15_16_17_additions.json,18,104,album,Original London Cast of Evita,Evita,1978,"Soundtrack, Theater, Musicals, Family Context",Broadway / Modern Musical Theater,Disney / Family Soundtrack / Animated Musical Canon; Movie Soundtracks / 80s-90s-00s Soundtrack Memory,obvious,album_world,context_candidate,soundtrack,resolved_with_version_note,high,"Evita adds a mission-usable album-world object for Broadway / Modern Musical Theater, improving anchor, bridge, boundary, or context routing without changing the locked archetype.","Depth-hardening addition for Families 15-17; screened against current identity keys and this additions file. Risk flag: soundtrack. Concept, stage, and film versions differ. Original recognition tier: high",album|original london cast of evita|evita,album|original london cast of evita|evita@@104,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_06031,v0_1_addition,families_15_16_17_additions.json,19,104,album,Original Broadway Cast of Into the Woods,Into the Woods,1988,"Soundtrack, Theater, Musicals, Family Context",Broadway / Modern Musical Theater,Disney / Family Soundtrack / Animated Musical Canon; Movie Soundtracks / 80s-90s-00s Soundtrack Memory,obvious,album_world,context_candidate,soundtrack,resolved_with_version_note,high,"Into the Woods adds a mission-usable album-world object for Broadway / Modern Musical Theater, improving anchor, bridge, boundary, or context routing without changing the locked archetype.",Depth-hardening addition for Families 15-17; screened against current identity keys and this additions file. Risk flag: soundtrack. Cast album object. Original recognition tier: high,album|original broadway cast of into the woods|into the woods,album|original broadway cast of into the woods|into the woods@@104,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_06032,v0_1_addition,families_15_16_17_additions.json,20,104,album,Original Broadway Cast of Sweeney Todd,Sweeney Todd,1979,"Soundtrack, Theater, Musicals, Family Context",Broadway / Modern Musical Theater,Disney / Family Soundtrack / Animated Musical Canon; Movie Soundtracks / 80s-90s-00s Soundtrack Memory,medium,album_world,context_candidate,soundtrack,resolved_with_version_note,medium,"Sweeney Todd adds a mission-usable album-world object for Broadway / Modern Musical Theater, improving anchor, bridge, boundary, or context routing without changing the locked archetype.",Depth-hardening addition for Families 15-17; screened against current identity keys and this additions file. Risk flag: soundtrack. Cast album object.,album|original broadway cast of sweeney todd|sweeney todd,album|original broadway cast of sweeney todd|sweeney todd@@104,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_06033,v0_1_addition,families_15_16_17_additions.json,21,104,album,Original Broadway Cast of The Book of Mormon,The Book of Mormon,2011,"Soundtrack, Theater, Musicals, Family Context",Broadway / Modern Musical Theater,Disney / Family Soundtrack / Animated Musical Canon; Movie Soundtracks / 80s-90s-00s Soundtrack Memory,obvious,album_world,context_candidate,soundtrack,resolved_with_version_note,high,"The Book of Mormon adds a mission-usable album-world object for Broadway / Modern Musical Theater, improving anchor, bridge, boundary, or context routing without changing the locked archetype.",Depth-hardening addition for Families 15-17; screened against current identity keys and this additions file. Risk flag: soundtrack. Cast album object. Original recognition tier: high,album|original broadway cast of the book of mormon|book of mormon,album|original broadway cast of the book of mormon|book of mormon@@104,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_06034,v0_1_addition,families_15_16_17_additions.json,22,104,album,Original Broadway Cast of Hadestown,Hadestown,2019,"Soundtrack, Theater, Musicals, Family Context",Broadway / Modern Musical Theater,Disney / Family Soundtrack / Animated Musical Canon; Movie Soundtracks / 80s-90s-00s Soundtrack Memory,obvious,album_world,context_candidate,soundtrack,resolved_with_version_note,high,"Hadestown adds a mission-usable album-world object for Broadway / Modern Musical Theater, improving anchor, bridge, boundary, or context routing without changing the locked archetype.",Depth-hardening addition for Families 15-17; screened against current identity keys and this additions file. Risk flag: soundtrack. Cast album object. Original recognition tier: high,album|original broadway cast of hadestown|hadestown,album|original broadway cast of hadestown|hadestown@@104,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_06035,v0_1_addition,families_15_16_17_additions.json,23,104,album,Original Broadway Cast of Six,Six,2022,"Soundtrack, Theater, Musicals, Family Context",Broadway / Modern Musical Theater,Disney / Family Soundtrack / Animated Musical Canon; Movie Soundtracks / 80s-90s-00s Soundtrack Memory,obvious,album_world,context_candidate,soundtrack,resolved_with_version_note,high,"Six adds a mission-usable album-world object for Broadway / Modern Musical Theater, improving anchor, bridge, boundary, or context routing without changing the locked archetype.",Depth-hardening addition for Families 15-17; screened against current identity keys and this additions file. Risk flag: soundtrack. Stage cast and studio cast variants require care. Original recognition tier: high,album|original broadway cast of six|six,album|original broadway cast of six|six@@104,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_06036,v0_1_addition,families_15_16_17_additions.json,24,104,album,Original Broadway Cast of Moulin Rouge! The Musical,Moulin Rouge! The Musical,2019,"Soundtrack, Theater, Musicals, Family Context",Broadway / Modern Musical Theater,Disney / Family Soundtrack / Animated Musical Canon; Movie Soundtracks / 80s-90s-00s Soundtrack Memory,obvious,album_world,context_candidate,soundtrack,resolved_with_version_note,high,"Moulin Rouge! The Musical adds a mission-usable album-world object for Broadway / Modern Musical Theater, improving anchor, bridge, boundary, or context routing without changing the locked archetype.",Depth-hardening addition for Families 15-17; screened against current identity keys and this additions file. Risk flag: soundtrack. Jukebox musical cast recording; source songs should not merge. Original recognition tier: high,album|original broadway cast of moulin rouge the musical|moulin rouge the musical,album|original broadway cast of moulin rouge the musical|moulin rouge the musical@@104,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_06037,v0_1_addition,families_15_16_17_additions.json,25,104,album,Original Broadway Cast of The Producers,The Producers,2001,"Soundtrack, Theater, Musicals, Family Context",Broadway / Modern Musical Theater,Disney / Family Soundtrack / Animated Musical Canon; Movie Soundtracks / 80s-90s-00s Soundtrack Memory,medium,album_world,context_candidate,soundtrack,resolved_with_version_note,medium,"The Producers adds a mission-usable album-world object for Broadway / Modern Musical Theater, improving anchor, bridge, boundary, or context routing without changing the locked archetype.",Depth-hardening addition for Families 15-17; screened against current identity keys and this additions file. Risk flag: soundtrack. Cast album object.,album|original broadway cast of the producers|producers,album|original broadway cast of the producers|producers@@104,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_06038,v0_1_addition,families_15_16_17_additions.json,26,104,album,Original Broadway Cast of Hairspray,Hairspray,2002,"Soundtrack, Theater, Musicals, Family Context",Broadway / Modern Musical Theater,Disney / Family Soundtrack / Animated Musical Canon; Movie Soundtracks / 80s-90s-00s Soundtrack Memory,obvious,album_world,context_candidate,soundtrack,resolved_with_version_note,high,"Hairspray adds a mission-usable album-world object for Broadway / Modern Musical Theater, improving anchor, bridge, boundary, or context routing without changing the locked archetype.",Depth-hardening addition for Families 15-17; screened against current identity keys and this additions file. Risk flag: soundtrack. Stage and film soundtrack split. Original recognition tier: high,album|original broadway cast of hairspray|hairspray,album|original broadway cast of hairspray|hairspray@@104,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_06039,v0_1_addition,families_15_16_17_additions.json,27,104,album,Original Broadway Cast of Spring Awakening,Spring Awakening,2006,"Soundtrack, Theater, Musicals, Family Context",Broadway / Modern Musical Theater,Disney / Family Soundtrack / Animated Musical Canon; Movie Soundtracks / 80s-90s-00s Soundtrack Memory,medium,album_world,context_candidate,soundtrack,resolved_with_version_note,medium,"Spring Awakening adds a mission-usable album-world object for Broadway / Modern Musical Theater, improving anchor, bridge, boundary, or context routing without changing the locked archetype.",Depth-hardening addition for Families 15-17; screened against current identity keys and this additions file. Risk flag: soundtrack. Cast album object.,album|original broadway cast of spring awakening|spring awakening,album|original broadway cast of spring awakening|spring awakening@@104,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_06040,v0_1_addition,families_15_16_17_additions.json,28,104,album,Original Broadway Cast of Matilda,Matilda the Musical,2013,"Soundtrack, Theater, Musicals, Family Context",Broadway / Modern Musical Theater,Disney / Family Soundtrack / Animated Musical Canon; Movie Soundtracks / 80s-90s-00s Soundtrack Memory,medium,album_world,context_candidate,soundtrack,resolved_with_version_note,medium,"Matilda the Musical adds a mission-usable album-world object for Broadway / Modern Musical Theater, improving anchor, bridge, boundary, or context routing without changing the locked archetype.",Depth-hardening addition for Families 15-17; screened against current identity keys and this additions file. Risk flag: soundtrack. Cast album object.,album|original broadway cast of matilda|matilda the musical,album|original broadway cast of matilda|matilda the musical@@104,true,1,not_applicable,false,context_boundary_album_sidecar
